,caseNumber,gender,age,activity
2447,1994.03.01,M,25,Surfing
2448,1994.02.27,M,,Spearfishing
2449,1994.02.19,M,23,Surfing
2450,1994.02.13,M,,Fishing
2451,1994.02.12,M,15,Surfing
2452,1994.02.00,,,Fishing
2453,1994.01.31.b,M,,Swimming
2454,1994.01.31.a,M,,Surfing
2455,1994.01.30,M,44,Windsurfing
2456,1994.01.12.R,,,Fishing
2457,1994.01.09,M,23,"Swimming, after falling off towed kneeboard"
2458,1994.01.03,M,33,Swimming 
2459,1994.00.00.b,F,,Playing volleyball with friends
2460,1994.00.00.a,M,,Surfing
2461,1993.12.00,M,,Surfing
2462,1993.11.28,M,30,Swimming
2463,1993.11.21,M,27,Hookah diving
2464,1993.11.12,M,,"Surfing, paddling shorewards"
2465,1993.11.00,M,,Stamding
2466,1993.10.30,M,26,Surfing
2467,1993.10.26,F,26,Swimming
2468,1993.10.10,F,34,Kayaking
2469,1993.10.00,,,Surfing
2470,1993.09.30,M,21,Swimming
2471,1993.09.26,M,36,Spearfishing
2472,1993.09.16.b,,15,Surfing
2473,1993.09.16.a,M,17,Surfing
2474,1993.09.14,M,19,Wading
2475,1993.09.09,M,16,
2476,1993.09.03,M,69,Swimming
2477,1993.08.21,M,51,Spearfishing
2478,1993.08.19.R,,13,Surfing
2479,1993.08.19,M,,"Surfing, paddling seawards"
2480,1993.08.15.b,,,Watching the shark feeding on a dead pinniped
2481,1993.08.15.a,F,19,Riding floatation device
2482,1993.08.14,,,Fishing
2483,1993.08.12,M,39,Free diving for abalone (ascending)
2484,1993.08.00.b,M,,Fishing for lobsters
2485,1993.08.00.a,,,Oyster fishing
2486,1993.07.30,M,28,Surfing
2487,1993.07.07,F,12,Playing
2488,1993.06.30,M,,Swimming
2489,1993.06.29,M,16,Body boarding
2490,1993.06.11.b,M,61,Swimming
2491,1993.06.11.a,F,42,Scuba diving
2492,1993.06.10,M,22,Paddling on surfboard or body board
2493,1993.06.09,M,31,Scuba diving
2494,1993.06.05,F,34,Scuba diving at seal colony
2495,1993.06.01,M,42,Swimming
2496,1993.06.00,F,60's,Swimming
2497,1993.05.00.b,F,,
2498,1993.05.00.a,F,,Swimming
2499,1993.04.00,M,32,Spearfishing
2500,1993.03.27,M,,Surfing
2501,1993.03.22,M,25,Floating on his back
2502,1993.03.17,,,
2503,1993.03.14,M,35,Paddling on surfboard
2504,1993.03.12,M,55,Free diving & spearfishing (ascending)
2505,1993.03.00,,,Swimming
2506,1993.02.19,M,,Sea disaster
2507,1993.02.18,M,,Sea disaster
2508,1993.02.04,M,69,Fishing
2509,1993.01.23,M,15,Body boarding
2510,1993.01.05,M,21,Spearfishing
2511,1993.01.04,M,32 & 30,   
2512,1993.01.02,M,29,Surfing
2513,1993.00.00.d,M,,Surfing
2514,1993.00.00.c,,,
2515,1993.00.00.b,,30,Spearfishing
2516,1993.00.00.a,,,Snorkeling
2517,1992.12.28,M,10,"Standing in waist-deep water, helping his father tend a gill net containing dead fish"
2518,1992.12.23,M,30,Lying on surfboard
2519,1992.11.29,M,31,Spearfishing / free diving
2520,1992.11.25.a,M,19,Surfing
2521,1992.11.23,M,24,Surfing
2522,1992.11.14,M,46,Kayaking
2523,1992.11.12.R,M,30,Scuba diving
2524,1992.11.11,M,40,Scuba diving (submerged)
2525,1992.11.05.b,M,17,Surfing
2526,1992.11.05.a,M,18,Body boarding
2527,1992.10.29,M,40,Hookah diving for sea urchins
2528,1992.10.22,M,28,Surfing
2529,1992.10.15,M,,Scuba diving
2530,1992.10.11,,,Boogie boarding
2531,1992.10.01,M,28,Surfing
2532,1992.09.18,M,,Body boarding
2533,1992.09.13,M,20,Surfing
2534,1992.09.11,F,18,Standing
2535,1992.09.10,M,,Swimming
2536,1992.09.00,M,,Surf fishing
2537,1992.08.29,F,34,"Snorkeling, carrying a speared fish in her hand"
2538,1992.08.25,M,17,Surfing
2539,1992.08.21,M,,Fell from cliff while fishing & disappeared in strong current
2540,1992.08.18,M,22,Surfing
2541,1992.08.17,M,26,Snorkeling
2542,1992.08.00,M,,Fisherman
2543,1992.07.23,M,,"Zosimo & his son, Jeffrey Popa, failed to return from overnight fishing trip in a 14' boat, Boat apparently sank, debris recovered but his son & boat were never found"
2544,1992.07.21,F,42,Standing
2545,1992.07.08.b,M,,Surfing
2546,1992.07.08.a,M,,Surfing
2547,1992.06.28.b,M,,Swimming
2548,1992.06.28.a,M,16,Surfing
2549,1992.06.19,F,21,Swimming
2550,1992.06.17,,,Preparing to fish for jack-mackerel
2551,1992.06.00,,,Diving
2552,1992.05.31,M,45,Scuba diving 
2553,1992.05.22,M,,Surfing
2554,1992.05.00,M,,Scuba diving & filming
2555,1992.04.24,M,,Snorkeling
2556,1992.04.09,M,35,Surfing
2557,1992.03.28,F,36,"Surfing, paddling seawards"
2558,1992.03.10,M,17,Surfing
2559,1992.03.08.c,M,41,Hookah diving for pen shells 
2560,1992.03.08.b,,,"Fishing for yellowtail, Seriola quinqueradiata"
2561,1992.03.08.a,M,21,Surfing (sitting on his board)
2562,1992.02.19,M,,Body boarding
2563,1992.02.14,M,,Diving for pen shells
2564,1992.02.09,M,19,Surfing
2565,1992.01.29.b,M,,Spearfishing
2566,1992.01.29.a,M,19,Boogie boarding
2567,1992.01.23,M,19,Swimming 
2568,1992.01.08,M,36,Spearfishing
2569,1992.01.06,M,,Fishing
2570,1992.01.03,M,,
2571,1992.01.00,,,
2572,1992.00.00,M,33,
2573,1991.12.04,M,25,Hookah diving for sea urchins
2574,1991.11.26.b,F,41,Snorkeling
2575,1991.11.26.a,F,,Snorkeling
2576,1991.11.19,M,,"Fishing from rocks, swept out to sea by large wave & treading water"
2577,1991.11.14,M,,Fishing
2578,1991.11.00,M,14,Boogie boarding
2579,1991.10.12,M,21,Surfing
2580,1991.10.05,M,32,Surfing
2581,1991.09.19,M,32,Spearfishing
2582,1991.09.08,M,19,Scuba diving
2583,1991.08.30,M,36,Finning the shark that bit him
2584,1991.08.26,M,23,Swimming
2585,1991.08.12,F,10,Wading
2586,1991.08.09,M,,Fishing
2587,1991.07.30,F,40,Canoeing
2588,1991.07.27,M,39,Snorkeling
2589,1991.07.18,M,42,Swimming from makeshift raft  to life vest after fishing boat sank
2590,1991.07.07,M,22,Swimming
2591,1991.07.01.b,M,30,Surfing
2592,1991.07.01.a,M,32,Surfing
2593,1991.07.00,M,13,Boogie boarding
2594,1991.06.29,M,22,
2595,1991.06.28,M,,Fishing
2596,1991.06.26,M,18,Surfing
2597,1991.06.07.b,M,31,Swimming behind sailboat
2598,1991.06.07.a,F,65,Swimming 
2599,1991.05.26,M,23,Sitting on surfboard
2600,1991.05.19,M,,Scuba diving
2601,1991.04.24,,,Fishing
2602,1991.04.16.b,,,Diving
2603,1991.04.16.a,M,22,"Surfing, collided with shark"
2604,1991.04.03,M,,Sitting on surfboard
2605,1991.03.03,M,18,Scuba diving
2606,1991.02.24,M,38,Surfing
2607,1991.02.12,M,20,Spearfishing
2608,1991.01.19,M,35,Swimming
2609,1991.01.09,M,,Surf-skiing
2610,1991.01.00,M,22,Surfing (or sailboarding)
2611,1990.12.26,M,,
2612,1990.11.28,M,26,Swimming 
2613,1990.11.03,F,,Scuba diving (but on surface)
2614,1990.11.01,M,24,Surfing
2615,1990.10.30.b,M,50,Surfing
2616,1990.10.30.a,M,18,Surfing
2617,1990.10.27,M,26,Swimming
2618,1990.10.25,M,,Surfing
2619,1990.10.20,M,25,Surfing
2620,1990.10.15,M,43,Surfing
2621,1990.10.12,M,19,Surfing
2622,1990.09.15,M,26,Spearfishing
2623,1990.09.08,M,49,"Free diving / spearfishing, from paddleboard & floating on the surface"
2624,1990.09.05,M,44,Kayaking
2625,1990.08.30,M,30,SCUBA diving
2626,1990.08.28,M,22,Surfing
2627,1990.08.19.b,M,,Surfing
2628,1990.08.19.a,M,18,Wade fishing
2629,1990.07.22,F,53,Wading
2630,1990.07.08,M,17,Surfing
2631,1990.06.24,F,21,Scuba diving (but on surface)
2632,1990.06.23,M,38,Spearfishing
2633,1990.05.13,,,Fishing
2634,1990.05.10,F,30s,Snorkeling
2635,1990.05.10,M,30s,"Snorkeling, possibly holding a fish"
2636,1990.05.06,M,22,Resting on surfboard
2637,1990.04.14,M,23,Lying on surfboard & paddling
2638,1990.04.09,M,31,Surfing
2639,1990.04.08,M,37,Free diving for trochus
2640,1990.04.07,M,,Surfing
2641,1990.04.06,M,29,Surfing
2642,1990.04.01,M,,Sitting on surfboard
2643,1990.03.24,M,30,Swimming
2644,1990.03.05,M,,Surfing
2645,1990.02.17,M,,Scuba diving & spearfishing
2646,1990.02.05,M,33,Board sailing
2647,1990.01.12,M,,Surfing (sitting on his board)
2648,1990.00.00,M,17,Surfing
2649,1989.12.19,M,,On board 51' fishing vessel One Ki
2650,1989.12.03,M,17,
2651,1989.12.02,M,27,Swimming
2652,1989.11.22,M,32,Surfing
2653,1989.11.18,M,29,Free diving & spearfishing
2654,1989.11.12,M,,"Wading, knocked down & swept away by large waves"
2655,1989.11.02,M,10,Swimming in canal
2656,1989.10.29.R,F,31,Swimming
2657,1989.10.22,M,17,Surfing
2658,1989.10.14,M,,Scuba diving
2659,1989.10.11,M,12,Surfing
2660,1989.10.08,M,49,Diving
2661,1989.10.01,M,,Surfing
2662,1989.09.17,M,29,Free diving
2663,1989.09.13,M,51,"Fishing, stepped on hooked shark's head"
2664,1989.09.10,,,Observing a shark feeding on a carcass of a humpback whale
2665,1989.09.09.b,M,38,Hookah diving for abalone (descending)
2666,1989.09.09.a,M,31,Surfing
2667,1989.09.03,M,46,Filming 5' blue shark
2668,1989.08.29,M,30,Feeding fish
2669,1989.08.22.b,M,21,Swimming
2670,1989.08.22.a,M,21,Surfing
2671,1989.08.13,M,17,Surfing
2672,1989.08.09,F,31,Spearfishing
2673,1989.08.06.R,M,41,Fishing for sharks
2674,1989.07.27,M,35,Scuba diving
2675,1989.07.20,M,34,Surfing
2676,1989.07.19,M,,Surfing
2677,1989.07.14,M,16,Surfing
2678,1989.07.07,F,9,Playing 
2679,1989.06.29,M,,Fell off surfboard 20' from shore
2680,1989.06.17,M,45,Spearfishing
2681,1989.06.06,M,,Windsurfing (urinating on his board)
2682,1989.06.05,M,16,Surfing
2683,1989.06.03,M,28,Free diving
2684,1989.06.00,M,,
2685,1989.04.23,M,19,Swimming
2686,1989.04.12,M,,Surfing (lying prone on his board)
2687,1989.04.09,,,
2688,1989.04.03,M,,Paddling on surfboard
2689,1989.04.00,M,,Paddling on surfboard
2690,1989.03.09,M,27,Surfing
2691,1989.03.04,M,,Kayaking
2692,1989.02.19,M,,Fishing
2693,1989.02.15,M,26,Windsurfing
2694,1989.02.02,M,47,"Scuba diving, but swimming on surface"
2695,1989.01.26.b,M,24,Kayaking
2696,1989.01.26.a,F,24,Kayaking
2697,1989.01.20.b,M,10,Body boarding
2698,1989.01.20.a,M,19,Lifesaving drill
2699,1989.01.08,M,,Swimming in strong current with 3 others when he disappeared
2700,1989.01.03,M,17,Surfing with dolphins
2701,1989.00.00.b,F,,"Scuba diving, hand feeding sharks"
2702,1989.00.00.a,M,,Spearfishing using scuba & trailing a string of bleeding fish
2703,1988.12.15,M,,Skindiving
2704,1988.11.08,M,17,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy"
2705,1988.11.07,M,62,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy"
2706,1988.10.24,,,The MV Dona Marilyn sank in Typhoon Unsang with the loss of 389 lives
2707,1988.10.23,M,21,Surfing (sitting on his board)
2708,1988.10.22,M,38,Surfing
2709,1988.10.14,M,15,Surfing
2710,1988.10.11,M,30,Surfing
2711,1988.10.10,M,23,Surfing
2712,1988.10.06,M,15,Surfing
2713,1988.10.00,F,23,Wading
2714,1988.09.28,M,21,Surfing
2715,1988.09.13.b,F,,Walking
2716,1988.09.13.a,M,38,Snorkeling
2717,1988.08.22.b,M,,Diving in Sharkey's Reef restaurants aquarium
2718,1988.08.22.a,M,16,
2719,1988.08.19,M,,
2720,1988.08.11,M,27,Surfing
2721,1988.07.23,M,,Free diving & spearfishing 
2722,1988.07.19,M,28,Spearfishing on scuba
2723,1988.07.17,M,35,Diving
2724,1988.07.11,F,15,Swimming
2725,1988.07.04.b,M,37,Boogie boarding
2726,1988.07.04.a,M,,Snorkeling
2727,1988.07.00,M,,Spearfishing
2728,1988.06.19,M,36,Spearfishing
2729,1988.06.16,M,42,Scuba diving
2730,1988.06.09,M,37,Sittting in water with his child
2731,1988.06.05,M,12,Swimming
2732,1988.06.01,M,25,Surfing
2733,1988.05.27,F,38,Shell diving
2734,1988.05.10,M,31,Surfing
2735,1988.05.04,M,29,Surfing / treading water
2736,1988.04.28,M,,pêcheur de bichiques
2737,1988.04.24,M,,Surfing
2738,1988.04.15a,M,24,Swimming
2739,1988.04.15.b,M,,Onboard 21' powerboat that capsized in rough seas
2740,1988.04.14.b,M,14,Surfing
2741,1988.04.14.a,M,,Windsurfing
2742,1988.04.10,F,,
2743,1988.03.31,F,30,Standing 
2744,1988.03.25,M,,Body surfing
2745,1988.03.16,M,17,Surfing
2746,1988.03.14,M,,Surfing
2747,1988.02.15,,,
2748,1988.02.14,M,20,Surfing
2749,1988.02.13,F,15,Lying atop surfboard
2750,1988.02.12,,,Drift fishing
2751,1988.02.02,M,22,Diving
2752,1988.01.27,M,22,Surfing
2753,1988.01.21,M,,Fell overboard  from the Taiwanese fishing trawler Lien Cheng Feu 
2754,1988.01.14,M,,Fishing
2755,1988.01.06,M,33,Attempting to lasso shark's tail
2756,1988.01.05.R,,,"Returning to shore, collided with shark"
2757,1988.00.00.c,M,12,Surfing
2758,1987.12.20,,,Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker 
2759,1987.12.17,M,16,Surfing
2760,1987.12.13,F,16 to 18,
2761,1987.11.21,M,15,Surfing
2762,1987.11.00,M,,
2763,1987.10.26,M,20,Surfing
2764,1987.10.25,M,14,Boogie boarding
2765,1987.10.11,M,21,Spearfishing
2766,1987.10.06,,,"Vessel caught fire & capsized, survivors in the water"
2767,1987.09.18,M,47,Scuba Diving for scallops
2768,1987.09.13,M,24,Surfing
2769,1987.08.20,M,12,Wading
2770,1987.08.15,M,40,Surfing (sitting on his board)
2771,1987.07.21,M,27,Surfing
2772,1987.07.12.b,F,32,Body surfing
2773,1987.07.12.a,F,16,Wading
2774,1987.07.11,,,Dropping anchor
2775,1987.07.09,M,35,Snorkeling
2776,1987.07.00,M,,Spearfishing
2777,1987.06.13,M,,Fishing
2778,1987.05.25,M,12,
2779,1987.05.08,M,,Surfing
2780,1987.05.06,M,34,Fishing
2781,1987.04.19,M,,Fishing
2782,1987.04.18,F,16,Swimming
